wage,school,age
10.8695660421,11.5,43
15.5974993798,10,43
16.6666673702,13,43
10.0000003197,10.5,43
11.599998653,9,43
16.9999997494,10.5,43
20.8333347599,15,43
16.7567580314,11,42
9.5666664094,10.5,42
15.2941171152,11,42
11.2500007417,9,42
17.1428569594,10.5,42
13.333333546,10.5,42
16.9474999113,11.5,42
14.7368407573,12,42
12.6190461466,12,42
13.4933333797,11,42
9.8148139312,12,42
15.8749988742,16,42
14.0000009552,15,42
13.8666682299,10.5,42
11.8181804617,10.5,41
16.5957461129,11,41
13.636363889,14.5,41
14.0476195622,12,41
10.6666665567,10.5,41
11.5411762347,11.5,41
22.5000015263,18,41
16.8831183907,10.5,41
12.3636354688,11.5,41
18.0000007483,10.5,41
17.5000016535,10,41
12.9999989158,10.5,41
7.0666667416,11.5,41
11.5555541995,10.5,41
12.2499986576,12,40
7.3809523757,11,40
16.9999997494,18,40
13.5999994424,12,40
12.162161789,10.5,40
12.6436776173,11,40
12.2499986576,12,40
16.399998859,18,40
17.5000016535,12,40
11.2500007417,10.5,40
17.0888891893,11.5,40
13.1764717819,9,40
16.6666673702,12,40
10.6089289983,16,40
11.4285711013,10.5,39
18.999999148,18,39
10.8333325201,12,39
12.1951206952,11,39
15.0000007486,10.5,39
24.4705867882,18,39
15.0588239809,11,39
17.8571432838,10.5,39
9.7777780652,10.5,39
11.0526307451,11.5,39
12.7999997614,11.5,38
21.1111100021,14.5,38
11.8604646795,11,38
15.0000007486,11.5,38
12.9870125487,11.5,38
17.33333161,10.5,38
12.2499986576,10.5,38
10.1904761296,9,38
11.7500013939,11.5,38
16.1395363314,10.5,38
10.5769227233,12,38
13.333333546,16,38
8.1999994139,12,38
13.7777764043,18,37
8.7500008101,10.5,37
15.9090919131,14,37
9.4999995559,12,37
14.0000009552,11,37
9.7777780652,10.5,37
18.8000017724,18,37
10.5555549809,10.5,37
30.9523776247,15,37
12.0000002837,9,37
15.599998569,18,37
20.2127638303,15,37
10.810810112,10.5,36
21.2500002448,16,36
20.8333347599,15,36
13.7777764043,14,36
24.2000023386,16,36
11.0526307451,11,36
14.1333318254,11,36
13.9534885366,11.5,36
21.1111100021,18,36
14.5999988792,18,36
10.1234559108,11.5,36
13.5000007776,18,36
14.3750005837,12,36
21.2500002448,18,36
14.7500013114,18,36
10.9658524258,11.5,36
8.0000000457,11,36
15.2500010618,10,36
8.5714284634,10.5,36
10.5000008846,14.5,36
15.6363638608,15,35
14.4999986971,11,35
20.0000006776,18,35
9.1999998904,10,35
12.500000728,14.5,35
13.0952385842,13,35
11.6666675599,11.5,35
12.7999997614,18,35
11.5555541995,14,35
22.9166689549,16,35
11.6216213133,9,35
10.1190471874,18,35
12.7670588233,11,35
8.4999998585,14.5,35
7.8947359603,9,35
13.0232562062,12,35
8.0000000457,13.5,35
18.0384595933,12,35
15.0000007486,13.5,35
13.333333546,12,35
5.8666667791,11.5,35
19.2857147341,18,35
13.9473686206,10.5,34
11.7391313179,12,34
12.0000002837,14.5,34
14.4499990844,12,34
13.7777764043,15,34
16.7441861045,14.5,34
12.2222229025,10.5,34
25.9999978812,11.5,34
12.2499986576,11,34
21.1111100021,11.5,33
15.8139526525,14.5,33
11.8421041527,11.5,33
11.599998653,14,33
10.0825002002,11,33
12.966666937,15,33
9.000000357,9,33
9.772727651,14.5,33
8.3333336692,16,33
9.0721649047,11.5,33
11.2500007417,11.5,33
11.1250013154,12,33
13.9512198633,10,33
13.333333546,12,33
9.8000010052,12,33
17.8000016711,18,33
12.1739140887,11,32
18.9189188787,10.5,32
13.333333546,12,32
15.1111103753,18,32
11.1111113809,14.5,32
9.000000357,10.5,32
12.500000728,10.5,32
11.7777766193,12,31
15.4545447418,18,31
12.0000002837,10.5,31
12.1052642845,13.5,31
10.9333323767,11.5,31
13.6956505495,18,31
9.1666673238,12,31
9.0909090963,15,31
8.2222230003,18,31
12.7999997614,10.5,31
10.2083322997,10.5,31
11.1111113809,11.5,31
15.0000007486,13,31
7.2972969987,8.5,30
10.6493517273,12,30
11.0526307451,14.5,30
11.1111113809,18,30
11.20000047,11,30
11.2500007417,11.5,30
12.500000728,11.5,29
12.9999989158,10.5,29
12.7500000164,16,29
16.0000001219,12,29
6.0000001304,11.5,29
18.1818182273,18,29
13.8297885427,11.5,28
21.428571762,10.5,28
14.1860469587,16,28
12.6436776173,15,28
12.500000728,11,27
11.2500007417,18,27
14.4444431287,18,27
9.5238093305,9,26
14.5945940252,12,25
10.1176479942,15,25
10.0000003197,10.5,25
8.253968954,11.5,24
9.7435902561,11.5,24
4.702499955,13,24
4.5945946132,9,23
8.7500008101,10.5,23
6.9333332752,10.5,23
8.4615379565,11.5,21
11.599998653,10.5,21
7.250000199,10.5,21
8.8599993219,11.5,21
7.50000036,10.5,21
10.0000003197,10.5,21
4.5714283118,11.5,20
6.0000001304,11.5,20
2.7500001637,10.5,20
30.8333303213,15,47
10.4545452765,11.5,47
11.6050000355,11.5,47
15.6363638608,14.5,47
11.9480510204,10.5,47
21.6999993602,18,47
9.3506488614,10.5,47
11.1111113809,11.5,47
23.3333351642,18,47
13.2499991466,11.5,47
14.4444431287,14,47
14.8051965465,11.5,47
18.4999980034,18,47
10.0224989272,11,47
16.6666673702,18,47
9.5348829264,10.5,47
8.8822220103,10.5,47
13.2499991466,10.5,47
20.0000006776,16,46
15.5555564972,12,46
13.6549992697,10.5,46
10.0000003197,10.5,46
24.0000006132,17,46
9.7777780652,11,46
11.4583344556,10.5,46
21.7948742113,18,46
16.6666673702,11.5,46
22.6750007072,15,46
24.4444458516,16,46
13.3952367527,15,46
11.0714274423,11,46
18.604651084,8.5,46
13.8095251392,12,46
14.4999986971,13,46
12.8888903661,10.5,46
14.1304342244,12,46
9.4736853321,10.5,45
20.4444440825,16,45
9.000000357,10.5,45
17.8000016711,18,45
14.1666665759,10.5,45
13.7777764043,10.5,45
10.5154632142,10.5,45
7.4285721158,13,45
11.2500007417,10.5,45
10.0000003197,11,44
10.9333323767,11.5,44
24.4444458516,18,44
9.1666673238,10.5,44
13.9919990538,18,44
10.0000003197,9,44
7.2000000965,10.5,44
17.5410260733,9,44
10.4761905922,11.5,44
17.5933342396,15,44
15.5128202324,12,44
6.4139998385,9,44
11.3749997408,10.5,44
10.7865393239,10.5,44
10.5000008846,10.5,44
12.3076908871,9,43
13.7777764043,11,43
8.6842098288,10.5,43
31.5666665383,18,43
12.6190461466,12,43
13.7777764043,11,43
7.647058543,13.5,43
14.6647896962,10.5,43
30.0000015543,12,43
16.9999997494,15,43
11.1428583734,16,43
13.6585353151,11.5,43
12.9870125487,11.5,43
5.0000001504,10.5,43
15.4999989811,12,43
14.7500013114,10.5,43
14.2857142518,12,43
6.0000001304,12,43
21.7142834245,10.5,42
30.0000015543,16,42
27.0000016066,16,42
17.2500005567,11.5,42
10.2222220218,12,42
15.0000007486,11.5,42
13.2999998604,11.5,42
12.2666663239,10.5,42
10.7142858606,11.5,42
12.8574985148,11.5,42
9.6595236551,10.5,42
11.1111113809,10.5,42
30.0000015543,18,42
18.4210514303,10.5,42
8.7500008101,10.5,42
17.5000016535,10.5,42
18.7500014281,11.5,41
11.8604646795,11.5,41
28.8888863124,11.5,41
10.4444453289,10.5,41
16.9047599128,12,41
7.3333336664,11,41
27.27272783,18,41
15.1999989192,11,41
14.7500013114,18,41
11.2500007417,12,41
5.0000001504,11,41
10.9090908247,10.5,41
10.8571416916,9,41
9.5999999749,11,41
12.6315802404,8.5,41
21.1052621398,18,41
13.333333546,9,41
8.6999991292,9,41
9.7355558073,11.5,41
11.0000006969,10.5,41
15.0000007486,18,41
12.500000728,10.5,41
14.8051965465,10.5,41
18.3333346825,18,41
9.0909090963,11.5,40
9.8701308541,14.5,40
6.9999996298,10.5,40
18.8095245242,16,40
15.0000007486,11,40
15.2777790294,10.5,40
14.0000009552,15,40
14.88888807,13,40
9.0909090963,10.5,40
14.3874984024,11.5,40
27.5000025168,16,40
16.9999997494,11.5,40
11.1111113809,10.5,40
10.7500007534,10.5,40
17.6623357773,12,40
15.8333327553,12,40
15.1351347055,11,40
30.0000015543,12,40
10.8440360425,11.5,39
10.7500007534,13,39
10.7500007534,10.5,39
10.5999990389,10.5,39
10.4273495163,12,39
10.0000003197,12,39
12.7500000164,11,39
14.7500013114,12,39
13.7500012322,11,39
19.2779225755,16,39
11.6883113838,11.5,39
20.0000006776,18,39
19.4999987234,18,39
11.4823536958,10.5,39
11.0000006969,10.5,39
8.2500006549,9,39
12.2150012184,12,39
19.583331188,18,39
32.0512803632,15,39
15.9523797828,8.5,39
18.1818182273,18,38
18.0000007483,18,38
10.9333323767,10.5,38
20.1888896699,18,38
12.0000002837,11,38
12.380953653,13,38
8.2142855343,10.5,38
7.2000000965,10.5,38
13.7777764043,12,38
12.6666658716,12,38
9.7142849638,11,38
9.5999999749,10.5,38
15.7142861701,12,38
7.50000036,10.5,38
15.3333333076,11.5,38
13.2673251957,15,37
18.8095245242,14.5,37
9.5555559008,10.5,37
11.0416660475,11,37
12.500000728,9,37
12.500000728,11,37
10.2499995366,10.5,37
21.6666650815,18,37
8.4999998585,9,37
10.8000003384,11,37
16.3043493554,18,37
21.874997426,15,37
20.0000006776,11.5,37
11.0000006969,12,37
9.0697664851,9,37
10.0000003197,10.5,37
9.1666673238,10,37
24.8444425231,12,37
13.7777764043,13,36
6.7105260399,9,36
12.9870125487,11,36
24.0000006132,14.5,36
17.3809505946,12,36
14.9692298635,14,36
12.2222229025,11.5,36
10.5000008846,10.5,36
15.11627763,12,36
23.5555532834,15,36
13.7500012322,18,36
18.4722223714,11.5,36
13.6078939596,15,36
6.5454544278,10.5,36
11.7500013939,11.5,36
9.000000357,11,36
9.1489360186,10.5,36
11.298702119,15,36
13.0769243929,10.5,36
16.9999997494,9,35
25.0000015035,18,35
16.0000001219,15,35
13.333333546,11.5,35
23.8636382976,16,35
8.8888888713,11.5,35
9.4675007653,10.5,35
12.162161789,18,35
7.7777782338,10.5,35
10.7500007534,12,35
10.5888900771,10.5,35
14.0476195622,9,35
17.2926816211,12,35
14.5454541999,18,34
10.0000003197,12,34
7.2463772314,14,34
11.599998653,16,34
22.5000015263,12,34
10.6022232405,11,34
11.395349871,11.5,34
8.7755099691,10.5,34
15.3488378719,18,34
10.6493517273,10.5,34
10.3896097661,11,34
13.333333546,12,34
11.1363647217,10.5,34
10.9302334382,9,34
16.2222208521,18,34
11.1688309243,15,34
21.6111117829,16,34
17.33333161,16,34
18.8888884651,16,34
8.6842098288,10.5,34
10.6521729336,10.5,34
10.0000003197,10.5,34
10.3896097661,10.5,34
10.2631580112,13.5,34
15.4545447418,10.5,34
14.0000009552,10.5,33
12.1000011462,10.5,33
14.7500013114,11,33
21.1392395997,18,33
11.6216213133,12,33
12.9999989158,11,33
16.014998908,18,33
10.4444453289,11,33
9.7499993431,10.5,33
25.0000015035,18,33
15.7500016094,11.5,33
9.4000008683,11,33
9.6103899622,10.5,33
12.1951206952,15,33
8.3333336692,10.5,33
15.0000007486,18,33
12.9999989158,11.5,33
13.7500012322,17,32
8.266665758,9,32
16.1904751054,18,32
11.4285711013,11,32
12.0000002837,10.5,32
14.7500013114,11.5,32
12.2222229025,16,32
13.7777764043,15,32
8.7500008101,11.5,32
14.0857148397,15,32
12.2499986576,11.5,32
9.2105256976,9,32
12.6265067078,11.5,32
11.2500007417,14.5,32
17.2222209576,12,31
10.1190471874,10.5,31
9.7435902561,12,31
16.2903223848,10,30
4.5000001699,10.5,30
12.2222229025,11,30
13.1578934018,10.5,30
13.7500012322,13.5,30
23.2558144658,15,30
4.6129870135,11,29
9.000000357,10.5,29
12.2499986576,10.5,29
11.7500013939,15,29
11.2500007417,11,29
9.4999995559,10.5,28
14.318182832,15,28
9.8701308541,10.5,28
4.5454545395,18,28
8.1249995203,10.5,28
13.0666677976,10.5,28
10.5199995033,11.5,27
10.7692301789,18,27
9.1891881484,9,27
9.4096157685,10.5,27
11.4666669855,10.5,27
10.4347830394,11.5,27
9.5121952153,10.5,26
12.7500000164,11,26
9.5238093305,15,25
10.810810112,11,25
10.0000003197,10.5,25
12.444444871,13,25
7.0707072634,11.5,25
8.1777774026,11,24
13.9473686206,10.5,24
10.2162161685,11.5,24
10.2631580112,11.5,24
10.5263169547,10.5,24
9.4736853321,13,23
10.8333325201,10.5,23
8.1818182497,14.5,23
8.6666657885,10.5,23
5.6249996896,9,23
10.5999990389,11.5,23
9.7499993431,10.5,23
8.4999998585,10.5,22
10.1298709307,10.5,22
8.0000000457,10.5,22
9.000000357,11,22
11.8421041527,10.5,22
6.3157893553,11.5,22
9.0666661324,13,21
9.7222230476,10.5,21
6.2222224236,10.5,21
11.20000047,10.5,21
3.3783782359,11.5,21
7.6315788479,10.5,21
10.2499995366,10.5,20
8.0000000457,11,20
8.0000000457,10,19
